TimeStemp;grDataTime;W_GD;W_Yaw_CCW;W_Yaw_CW;W_Gen_APower;W_AcPower;W_Gen_Tor;W_Gen_Tor_Set;W_Nac_WS;W_NAC_WD;W_NAC_VD;W_Yaw_Pos;W_Pitch1;W_Pitch1_Set;W_Pitch2;W_Pitch2_Set;W_Pitch3;W_Pitch3_Set;W_Gen_SP;W_Rotor_SP;W_Nac_AccX;W_Nac_AccY;W_Nac_AccZ;W_Rotor_Pos;Acc2X;Acc2Y;Acc2Z;Temp2;Acc3X;Acc3Y;Acc3Z;Temp3;Acc1X;Acc1Y;Acc1Z;Temp1;Bl2_I_1M;Bl2_O_1M;Bl2_I_12M;Bl2_O_12M;Bl2_T_12M;Bl2_I_20M;Bl2_O_20M;Bl2_T_20M;Bl2_I_30M;Bl2_O_30M;Bl2_T_30M;Bl2_I_40M;Bl2_O_40M;Bl2_T_40M;Bl2_I_50M;Bl2_O_50M;Bl2_T_50M;Bl3_I_1M;Bl3_O_1M;Bl3_I_12M;Bl3_O_12M;Bl3_T_12M;Bl3_I_25M;Bl3_O_25M;Bl3_T_25M;Bl3_I_46M;Bl3_O_46M;Bl3_T_46M;Bl1_I_1M;Bl1_O_1M;Bl1_I_12M;Bl1_O_12M;Bl1_T_12M;Bl1_I_25M;Bl1_25M;Bl1_T_25M;Bl1_I_46M;Bl1_O_46M;Bl1_T_46M;Bl2_B1_1M;Bl2_B2_1M;Bl2_B4_1M;Bl2_B5_1M;Bl2_B1_12M;Bl2_B2_12M;Bl2_B4_12M;Bl2_B5_12M;Bl2_B1_20M;Bl2_B3_20M;Bl2_B4_20M;Bl2_B6_20M;Bl2_B1_30M;Bl2_B3_30M;Bl2_B4_30M;Bl2_B6_30M;Bl2_B1_40M;Bl2_B3_40M;Bl2_B4_40M;Bl2_B6_40M;Bl2_B1_50M;Bl2_B3_50M;Bl2_B4_50M;Bl2_B6_50M;Bl3_B1_1M;Bl3_B2_1M;Bl3_B3_1M;Bl3_B4_1M;Bl3_B1_12M;Bl3_B2_12M;Bl3_B3_12M;Bl3_B4_12M;Bl3_B1_25M;Bl3_B2_25M;Bl3_B3_25M;Bl3_B4_25M;Bl3_B1_46M;Bl3_B2_46M;Bl3_B3_46M;Bl3_B4_46M;Bl1_B1_1M;Bl1_B2_1M;Bl1_B3_1M;Bl1_B4_1M;Bl1_B1_12M;Bl1_B2_12M;Bl1_B3_12M;Bl1_B4_12M;Bl1_B1_25M;Bl1_B2_25M;Bl1_B3_25M;Bl1_B4_25M;Bl1_B1_46M;Bl1_B2_46M;Bl1_B3_46M;Bl1_B4_46M;Bl2_S1_12M0;Bl2_S1_12M1;Bl2_S2_12M0;Bl2_S2_12M1;Bl2_S1_20M0;Bl2_S1_20M1;Bl2_S2_20M0;Bl2_S2_20M1;Bl2_S1_30M0;Bl2_S1_30M1;Bl2_S2_30M0;Bl2_S2_30M1;Bl2_S1_40M0;Bl2_S1_40M1;Bl2_S2_40M0;Bl2_S2_40M1;Bl2_S1_50M0;Bl2_S1_50M1;Bl2_S2_50M0;Bl2_S2_50M1;Bl3_S1_12M0;Bl3_S1_12M1;Bl3_S1_12M1;Bl3_S2_12M1;Bl3_S1_25M0;Bl3_S1_25M1;Bl3_S2_25M0;Bl3_S2_25M1;Bl3_S1_46M0;Bl3_S1_46M1;Bl3_S2_46M0;Bl3_S2_46M1;Bl1_S1_12M0;Bl1_S1_12M1;Bl1_S2_12M0;Bl1_S2_12M1;Bl1_S1_25M0;Bl1_S1_25M1;Bl1_S2_25M0;Bl1_S2_25M1;Bl1_S1_46M0;Bl1_S1_46M1;Bl1_S2_46M0;Bl1_S2_46M1;M_Main_WS;M_Ref_WS;M_Tip_WS;M_Main_WD;M_Press;M_Temp;M_Humi;Power
2018-04-08_15:28:45.383;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-21787;17313;8104;21842;15106;-9650;-6760;-18384;22481;-20035;22240;-18808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15374;13910;-14548;13313;-12044;18095;-9861;17553;-6388;-14946;-6060;3397;-1275;0;-1246;0;0;0;0;0;0;0;0;0;-15723;-2880;-15161;-1941;-12822;412;-11538;-362;-9095;2784;-8342;3744;-6142;6703;-5781;10372;-15098;-3053;-15470;-2394;0;0;-11727;883;-10322;3824;-9221;3473;0;6732;-6134;6725;-15357;-10567;-15463;-11030;-5919;-869;-6154;-1503;3160;8218;3432;8043;13156;18042;14025;16561;0;0;0;0;-15426;-11063;3687;8433;-6126;-1529;13219;17616;12809;17492;10886;17564;-15129;-13536;2452;4016;-6085;-1452;13464;17823;0;18074;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.403;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-21334;17313;8104;22224;15440;-9650;-6760;-17942;24364;-19294;22240;-18321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15374;13909;-14549;13314;-12044;18095;-9861;17554;-6388;-14947;-6060;3397;-1275;0;-1247;0;0;0;0;0;0;0;0;0;-15723;-2880;-15160;-1941;-12822;384;-11538;-395;-9095;2784;-8342;3728;-6145;6704;-5780;10361;-15098;-3053;-15470;-2395;0;0;-11727;883;-10321;3824;-9221;3473;0;6731;-6135;6726;-15357;-10568;-15463;-11029;-5919;-870;-6154;-1503;3159;8218;3432;8043;13155;18042;14025;16562;0;0;0;0;-15426;-11063;3687;8433;-6126;-1529;13219;17616;12809;17493;10945;15434;-15129;-13536;2452;4016;-6085;-1452;13464;17824;0;18074;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.423;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-20882;17313;8104;22224;16785;-9650;-6760;-17942;25115;-19294;22240;-18808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15373;13909;-14549;13314;-12044;18094;-9861;17554;-6388;-14948;-6060;3398;-1275;0;-1247;0;0;0;0;0;0;0;0;0;-15723;-2880;-15161;-1941;-12822;391;-11538;-387;-9095;2784;-8341;4623;-6143;6705;-5779;10378;-15098;-3053;-15471;-2395;0;0;-11727;883;-10321;3824;-9222;3473;0;6731;-6135;6726;-15357;-10568;-15463;-11029;-5919;-870;-6154;-1502;3159;8218;3432;8044;13155;18043;14025;16562;0;0;0;0;-15426;-11063;3687;8433;-6126;-1530;13220;17616;12809;17493;10896;19592;-15129;-13536;2451;4016;-6085;-1452;13464;17824;0;18074;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.443;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-20882;17313;8104;22612;17454;-10098;-6760;-18384;23232;-18924;22240;-18808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15373;13909;-14549;13314;-12045;18093;-9862;17555;-6388;-14948;-6060;3398;-1275;0;-1247;0;0;0;0;0;0;0;0;0;-15723;-2880;-15161;-1941;-12823;382;-11538;-357;-9096;2784;-8340;3717;-6146;6706;-5778;10369;-15098;-3052;-15471;-2395;0;0;-11727;883;-10321;3824;-9222;3473;0;6730;-6135;6727;-15357;-10569;-15463;-11028;-5920;-871;-6154;-1502;3159;8218;3432;8044;13154;18043;14025;16562;0;0;0;0;-15426;-11063;3687;8433;-6126;-1530;13220;17616;12810;17493;10994;18594;-15129;-13536;2452;4017;-6085;-1452;13464;17823;0;18074;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.463;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-19972;15736;8104;22224;18464;-10993;-6727;-18384;23609;-18182;22240;-18808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15373;13908;-14550;13315;-12045;18092;-9862;17555;-6388;-14949;-6061;3399;-1275;0;-1247;0;0;0;0;0;0;0;0;0;-15723;-2880;-15161;-1941;-12823;393;-11538;2158;-9098;2783;-8339;3746;-6144;6707;-5777;10378;-15098;-3052;-15471;-2395;0;0;-11727;883;-10321;3824;-9222;3473;0;6730;-6135;6727;-15357;-10569;-15463;-11028;-5920;-871;-6154;-1501;3159;8218;3432;8044;13154;18043;14025;16562;0;0;0;0;-15426;-11063;3687;8433;-6126;-1530;13220;17616;12810;17493;10984;16175;-15129;-13536;2452;4016;-6085;-1451;13463;17825;0;18074;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.483;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-18615;15736;8104;22612;21148;-10546;-6727;-18384;24742;-17076;22240;-18321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15372;13908;-14550;13315;-12045;18092;-9862;17556;-6388;-14950;-6061;3399;-1275;0;-1247;0;0;0;0;0;0;0;0;0;-15723;-2879;-15160;-1941;-12823;398;-11538;-365;-9098;2783;-8339;3720;-6147;6708;-5777;10371;-15097;-3052;-15471;-2395;0;0;-11731;881;-10320;3824;-9222;3474;0;6730;-6137;6729;-15358;-10569;-15463;-11027;-5920;-871;-6154;-1501;3159;8218;3432;8044;13154;18043;14025;16562;0;0;0;0;-15426;-11063;3687;8433;-6125;-1530;13219;17616;12811;17494;10952;19264;-15129;-13536;2452;4016;-6085;-1451;13464;17825;0;18074;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.503;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-17710;15736;8104;22224;21818;-10546;-6727;-18384;25115;-16335;22240;-18808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15372;13908;-14550;13315;-12045;18091;-9862;17556;-6388;-14951;-6061;3400;-1275;0;-1247;0;0;0;0;0;0;0;0;0;-15723;-2879;-15160;-1941;-12823;402;-11537;-360;-9098;2783;-8338;2494;-6147;6709;-5776;10373;-15097;-3052;-15471;-2395;0;0;-11731;881;-10320;3824;-9223;3474;0;6730;-6137;6729;-15358;-10570;-15463;-11027;-5920;-872;-6154;-1501;3157;8217;3432;8045;13154;18043;14026;16562;0;0;0;0;-15425;-11063;3687;8433;-6125;-1531;13219;17616;12811;17494;10941;17915;-15129;-13536;2451;4016;-6085;-1451;13465;17822;0;18074;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.523;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-16800;14687;8104;22612;21818;-10098;-6727;-18384;23609;-16335;22240;-18808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15372;13908;-14551;13316;-12045;18091;-9862;17556;-6388;-14951;-6061;3400;-1276;0;-1247;0;0;0;0;0;0;0;0;0;-15723;-2879;-15160;-1942;-12823;400;-11537;-358;-9099;2782;-8338;4208;-6150;6710;-5775;10369;-15098;-3052;-15471;-2395;0;0;-11731;881;-10320;3824;-9223;3473;0;6730;-6137;6729;-15358;-10570;-15463;-11027;-5920;-873;-6154;-1500;3156;8216;3432;8045;13154;18043;14026;16562;0;0;0;0;-15425;-11063;3687;8433;-6125;-1531;13220;17616;12811;17494;10951;17580;-15129;-13536;2452;4016;-6084;-1450;13465;17823;0;18074;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.543;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-16800;14687;8104;22612;22488;-10098;-6383;-18384;24742;-15964;22240;-18808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15372;13908;-14551;13316;-12045;18090;-9863;17556;-6388;-14952;-6061;3400;-1276;0;-1247;0;0;0;0;0;0;0;0;0;-15723;-2879;-15160;-1942;-12823;402;-11537;-365;-9100;2782;-8337;4624;-6147;6710;-5774;10365;-15098;-3052;-15471;-2395;0;0;-11731;881;-10320;3824;-9223;3473;0;6730;-6139;6731;-15358;-10570;-15463;-11026;-5920;-873;-6154;-1500;3156;8216;3432;8045;13154;18042;14026;16561;0;0;0;0;-15425;-11063;3687;8433;-6125;-1531;13220;17616;12811;17494;10968;16944;-15129;-13536;2452;4017;-6084;-1450;13465;17824;0;18075;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.563;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-16800;14687;8104;22612;22827;-10098;-6383;-18384;27002;-15964;22240;-18808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15372;13908;-14551;13316;-12045;18090;-9863;17557;-6388;-14952;-6061;3401;-1276;0;-1247;0;0;0;0;0;0;0;0;0;-15724;-2879;-15159;-1942;-12824;400;-11536;-397;-9100;2782;-8336;3719;-6149;6710;-5774;10377;-15098;-3051;-15471;-2395;0;0;-11731;881;-10320;3824;-9224;3473;0;6730;-6139;6731;-15358;-10570;-15463;-11026;-5920;-873;-6154;-1500;3156;8216;3432;8045;13154;18042;14026;16561;0;0;0;0;-15425;-11063;3687;8433;-6125;-1531;13220;17616;12811;17494;10989;16135;-15129;-13536;2452;4016;-6083;-1450;13466;17822;0;18075;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.583;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15895;15736;8104;22612;22827;-9650;-6383;-18384;27758;-15964;22240;-18808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15372;13908;-14551;13316;-12045;18089;-9863;17557;-6388;-14952;-6061;3401;-1276;0;-1247;0;0;0;0;0;0;0;0;0;-15724;-2879;-15159;-1942;-12824;393;-11535;-356;-9099;2782;-8336;3708;-6149;6710;-5773;10374;-15098;-3051;-15471;-2395;0;0;-11731;881;-10320;3824;-9224;3473;0;6730;-6139;6731;-15358;-10570;-15464;-11026;-5920;-874;-6154;-1500;3156;8216;3432;8045;13154;18042;14026;16561;0;0;0;0;-15426;-11062;3687;8433;-6125;-1531;13220;17616;12811;17494;10979;16559;-15129;-13536;2452;4017;-6083;-1450;13465;17821;0;18075;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.603;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15443;14687;8104;22612;21818;-8753;-6727;-18384;26248;-16705;22240;-18808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15372;13907;-14551;13316;-12045;18089;-9863;17557;-6388;-14952;-6061;3401;-1276;0;-1247;0;0;0;0;0;0;0;0;0;-15725;-2878;-15158;-1942;-12824;393;-11535;-356;-9099;2783;-8335;3343;-6149;6710;-5773;10368;-15098;-3051;-15471;-2396;0;0;-11731;881;-10320;3825;-9225;3473;0;6730;-6140;6731;-15358;-10570;-15463;-11026;-5920;-874;-6154;-1500;3156;8216;3432;8045;13154;18042;14026;16561;0;0;0;0;-15426;-11062;3688;8433;-6125;-1530;13220;17615;12811;17494;10954;15476;-15129;-13536;2452;4016;-6083;-1450;13466;17822;0;18075;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.623;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15895;14687;8104;22612;21148;-8305;-6727;-18384;26626;-17817;22240;-19291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15372;13907;-14551;13316;-12045;18089;-9863;17557;-6388;-14952;-6061;3401;-1276;0;-1246;0;0;0;0;0;0;0;0;0;-15725;-2878;-15158;-1942;-12825;392;-11534;476;-9099;2783;-8335;3731;-6150;6710;-5773;10368;-15098;-3051;-15471;-2396;0;0;-11731;881;-10320;3825;-9225;3472;0;6730;-6140;6731;-15358;-10571;-15463;-11026;-5920;-874;-6154;-1500;3156;8216;3432;8045;13154;18042;14026;16561;0;0;0;0;-15426;-11061;3688;8432;-6125;-1530;13220;17615;12811;17494;10973;15788;-15129;-13536;2452;4016;-6083;-1450;13465;17821;0;18076;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.643;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-16348;14159;8104;22612;20138;-7852;-6727;-17942;28508;-18553;22240;-18808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15372;13907;-14551;13316;-12045;18089;-9863;17557;-6388;-14952;-6061;3401;-1276;0;-1246;0;0;0;0;0;0;0;0;0;-15726;-2878;-15157;-1943;-12826;381;-11533;2051;-9099;2783;-8334;3730;-6148;6709;-5773;10372;-15098;-3051;-15470;-2396;0;0;-11731;881;-10320;3826;-9225;3472;0;6730;-6140;6731;-15358;-10570;-15464;-11026;-5920;-874;-6154;-1500;3156;8216;3432;8045;13154;18042;14026;16561;0;0;0;18075;-15426;-11061;3688;8432;-6125;-1530;13220;17615;12811;17494;10928;16962;-15129;-13536;2452;4016;-6083;-1450;13466;17820;0;18076;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.663;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-17253;14687;8104;22612;19469;-6955;-6383;-17942;28135;-19294;22240;-18808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15372;13907;-14551;13316;-12045;18089;-9862;17557;-6388;-14952;-6061;3401;-1277;0;-1246;0;0;0;0;0;0;0;0;0;-15726;-2878;-15156;-1943;-12826;385;-11533;-371;-9100;2784;-8334;3737;-6150;6709;-5773;10382;-15098;-3051;-15470;-2396;0;0;-11731;881;-10320;3827;-9225;3472;0;6730;-6139;6731;-15358;-10570;-15464;-11026;-5920;-873;-6154;-1500;3156;8216;3432;8045;13154;18042;14026;16561;0;0;0;18075;-15426;-11060;3688;8432;-6125;-1530;13221;17614;12810;17494;10998;16166;-15129;-13536;2452;4016;-6084;-1450;13466;17822;0;18076;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.683;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-17253;14687;8104;22224;18125;-6955;-6727;-18384;27002;-20035;22240;-18321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15372;13907;-14550;13316;-12045;18090;-9862;17557;-6389;-14952;-6060;3401;-1276;0;-1246;0;0;0;0;0;0;0;0;0;-15727;-2878;-15155;-1943;-12827;388;-11532;-356;-9101;2784;-8333;3711;-6148;6708;-5773;10381;-15098;-3051;-15470;-2396;0;0;-11731;881;-10320;3828;-9225;3471;0;6730;-6139;6731;-15358;-10570;-15464;-11026;-5920;-873;-6154;-1500;3156;8216;3432;8045;13154;18042;14026;16561;0;0;0;18075;-15426;-11060;3688;8432;-6124;-1529;13221;17614;12810;17494;10993;15411;-15129;-13536;2452;4017;-6084;-1450;13465;17823;0;18076;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.703;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-18163;14687;8104;22612;16785;-6955;-6383;-17942;26626;-20771;22240;-18321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15372;13907;-14550;13316;-12045;18090;-9862;17557;-6389;-14951;-6060;3400;-1276;0;-1246;0;0;0;0;0;0;0;0;0;-15727;-2878;-15154;-1943;-12827;380;-11531;-354;-9101;2785;-8333;4588;-6150;6708;-5773;10378;-15098;-3051;-15470;-2396;0;0;-11731;881;-10320;3828;-9225;3471;0;6731;-6139;6730;-15358;-10570;-15463;-11026;-5920;-873;-6154;-1500;3157;8216;3432;8045;13154;18042;14026;16561;0;0;0;18075;-15426;-11059;3688;8432;-6124;-1529;13221;17614;12810;17493;10903;19911;-15129;-13536;2452;4016;-6084;-1451;13465;17822;0;18077;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.723;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-18615;14687;6752;22612;15106;-6507;-6727;-18384;26248;-20771;22240;-19291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15372;13907;-14550;13316;-12045;18090;-9862;17557;-6389;-14951;-6060;3400;-1276;0;-1246;0;0;0;0;0;0;0;0;0;-15728;-2878;-15153;-1943;-12828;421;-11530;-359;-9102;2785;-8333;3323;-6148;6707;-5773;10375;-15098;-3051;-15470;-2396;0;0;-11731;880;-10320;3829;-9225;3470;0;6731;-6139;6730;-15358;-10570;-15463;-11027;-5920;-873;-6154;-1500;3157;8216;3432;8045;13155;18042;14026;16561;0;0;0;18075;-15426;-11059;3688;8432;-6124;-1529;13221;17613;12810;17493;10913;16966;-15129;-13536;2452;4016;-6085;-1451;13465;17822;0;18077;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.743;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-19520;13637;8104;22612;14771;-5612;-6383;-18384;26248;-20035;22240;-18808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15372;13907;-14550;13315;-12045;18090;-9862;17556;-6389;-14950;-6060;3400;-1276;0;-1246;0;0;0;0;0;0;0;0;0;-15728;-2878;-15153;-1943;-12828;401;-11529;-376;-9101;2786;-8332;3729;-6151;6707;-5772;10376;-15098;-3051;-15471;-2396;0;0;-11731;880;-10319;3830;-9225;3470;0;6732;-6138;6728;-15358;-10570;-15463;-11027;-5920;-872;-6154;-1501;3157;8216;3432;8045;13155;18042;14026;16561;0;0;0;0;-15427;-11058;3688;8432;-6124;-1529;13221;17613;12810;17493;10966;18236;-15129;-13536;2452;4016;-6085;-1451;13465;17823;0;18077;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.763;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-21334;14687;8104;22612;13431;-4710;-6383;-18384;23609;-20035;22240;-18808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15373;13907;-14549;13315;-12045;18091;-9861;17556;-6389;-14950;-6060;3400;-1276;0;-1246;0;0;0;0;0;0;0;0;0;-15729;-2878;-15153;-1943;-12829;394;-11529;1119;-9101;2786;-8332;3345;-6150;6707;-5771;10373;-15098;-3051;-15471;-2396;0;0;-11731;879;-10319;3830;-9224;3470;0;6733;-6137;6726;-15357;-10570;-15463;-11027;-5919;-872;-6153;-1501;3158;8217;3432;8044;13155;18042;14026;16561;0;0;0;0;-15426;-11058;3688;8432;-6124;-1529;13222;17612;12810;17493;11005;15441;-15129;-13536;2452;4016;-6085;-1451;13465;17823;0;18078;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.783;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-21334;13637;8104;22612;12427;-4710;-6727;-17942;23232;-19294;22240;-18808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15373;13907;-14549;13315;-12045;18091;-9861;17556;-6389;-14949;-6060;3399;-1276;0;-1246;0;0;0;0;0;0;0;0;0;-15729;-2878;-15152;-1943;-12829;396;-11529;1061;-9103;2786;-8332;3735;-6148;6707;-5770;10376;-15098;-3051;-15471;-2396;0;0;-11731;879;-10319;3831;-9224;3470;0;6734;-6137;6726;-15358;-10569;-15463;-11027;-5919;-872;-6154;-1501;3158;8217;3432;8044;13156;18041;14026;16561;0;0;0;0;-15427;-11058;3688;8432;-6124;-1529;13222;17612;12810;17492;10866;16151;-15129;-13536;2452;4016;-6085;-1452;13465;17821;0;18078;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.803;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-21787;14687;8104;22612;12427;-4262;-6727;-18384;22481;-19294;22240;-18808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15373;13907;-14549;13315;-12045;18091;-9861;17556;-6389;-14949;-6060;3399;-1276;0;-1246;0;0;0;0;0;0;0;0;0;-15729;-2878;-15151;-1943;-12829;399;-11528;-341;-9105;2786;-8331;3718;-6151;6708;-5769;10374;-15097;-3051;-15471;-2396;0;0;-11731;879;-10319;3831;-9224;3469;0;6736;-6136;6723;-15358;-10569;-15463;-11028;-5919;-871;-6154;-1501;3158;8217;3432;8044;13156;18041;14026;16560;0;0;0;0;-15427;-11058;3688;8432;-6123;-1529;13222;17612;12810;17492;11000;17203;-15129;-13536;2452;4016;-6085;-1452;13465;17823;0;18078;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
