TimeStemp;grDataTime;W_GD;W_Yaw_CCW;W_Yaw_CW;W_Gen_APower;W_AcPower;W_Gen_Tor;W_Gen_Tor_Set;W_Nac_WS;W_NAC_WD;W_NAC_VD;W_Yaw_Pos;W_Pitch1;W_Pitch1_Set;W_Pitch2;W_Pitch2_Set;W_Pitch3;W_Pitch3_Set;W_Gen_SP;W_Rotor_SP;W_Nac_AccX;W_Nac_AccY;W_Nac_AccZ;W_Rotor_Pos;Acc2X;Acc2Y;Acc2Z;Temp2;Acc3X;Acc3Y;Acc3Z;Temp3;Acc1X;Acc1Y;Acc1Z;Temp1;Bl2_I_1M;Bl2_O_1M;Bl2_I_12M;Bl2_O_12M;Bl2_T_12M;Bl2_I_20M;Bl2_O_20M;Bl2_T_20M;Bl2_I_30M;Bl2_O_30M;Bl2_T_30M;Bl2_I_40M;Bl2_O_40M;Bl2_T_40M;Bl2_I_50M;Bl2_O_50M;Bl2_T_50M;Bl3_I_1M;Bl3_O_1M;Bl3_I_12M;Bl3_O_12M;Bl3_T_12M;Bl3_I_25M;Bl3_O_25M;Bl3_T_25M;Bl3_I_46M;Bl3_O_46M;Bl3_T_46M;Bl1_I_1M;Bl1_O_1M;Bl1_I_12M;Bl1_O_12M;Bl1_T_12M;Bl1_I_25M;Bl1_25M;Bl1_T_25M;Bl1_I_46M;Bl1_O_46M;Bl1_T_46M;Bl2_B1_1M;Bl2_B2_1M;Bl2_B4_1M;Bl2_B5_1M;Bl2_B1_12M;Bl2_B2_12M;Bl2_B4_12M;Bl2_B5_12M;Bl2_B1_20M;Bl2_B3_20M;Bl2_B4_20M;Bl2_B6_20M;Bl2_B1_30M;Bl2_B3_30M;Bl2_B4_30M;Bl2_B6_30M;Bl2_B1_40M;Bl2_B3_40M;Bl2_B4_40M;Bl2_B6_40M;Bl2_B1_50M;Bl2_B3_50M;Bl2_B4_50M;Bl2_B6_50M;Bl3_B1_1M;Bl3_B2_1M;Bl3_B3_1M;Bl3_B4_1M;Bl3_B1_12M;Bl3_B2_12M;Bl3_B3_12M;Bl3_B4_12M;Bl3_B1_25M;Bl3_B2_25M;Bl3_B3_25M;Bl3_B4_25M;Bl3_B1_46M;Bl3_B2_46M;Bl3_B3_46M;Bl3_B4_46M;Bl1_B1_1M;Bl1_B2_1M;Bl1_B3_1M;Bl1_B4_1M;Bl1_B1_12M;Bl1_B2_12M;Bl1_B3_12M;Bl1_B4_12M;Bl1_B1_25M;Bl1_B2_25M;Bl1_B3_25M;Bl1_B4_25M;Bl1_B1_46M;Bl1_B2_46M;Bl1_B3_46M;Bl1_B4_46M;Bl2_S1_12M0;Bl2_S1_12M1;Bl2_S2_12M0;Bl2_S2_12M1;Bl2_S1_20M0;Bl2_S1_20M1;Bl2_S2_20M0;Bl2_S2_20M1;Bl2_S1_30M0;Bl2_S1_30M1;Bl2_S2_30M0;Bl2_S2_30M1;Bl2_S1_40M0;Bl2_S1_40M1;Bl2_S2_40M0;Bl2_S2_40M1;Bl2_S1_50M0;Bl2_S1_50M1;Bl2_S2_50M0;Bl2_S2_50M1;Bl3_S1_12M0;Bl3_S1_12M1;Bl3_S1_12M1;Bl3_S2_12M1;Bl3_S1_25M0;Bl3_S1_25M1;Bl3_S2_25M0;Bl3_S2_25M1;Bl3_S1_46M0;Bl3_S1_46M1;Bl3_S2_46M0;Bl3_S2_46M1;Bl1_S1_12M0;Bl1_S1_12M1;Bl1_S2_12M0;Bl1_S2_12M1;Bl1_S1_25M0;Bl1_S1_25M1;Bl1_S2_25M0;Bl1_S2_25M1;Bl1_S1_46M0;Bl1_S1_46M1;Bl1_S2_46M0;Bl1_S2_46M1;M_Main_WS;M_Ref_WS;M_Tip_WS;M_Main_WD;M_Press;M_Temp;M_Humi;Power
2018-04-08_15:28:44.943;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-21334;21517;8104;22612;16111;-9650;-6760;-17942;25870;-20035;22577;-18808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15378;13917;-14542;13306;-12044;18109;-9857;17546;-6393;-14933;-6053;3389;-1279;0;-1241;0;0;0;0;0;0;0;0;0;-15723;-2879;-15160;-1942;-12822;405;-11538;2094;-9094;2789;-8342;3721;-6144;6710;-5780;10372;-15101;-3050;-15467;-2397;0;0;-11727;880;-10323;3830;-9213;3471;0;6734;-6129;6719;-15355;-10561;-15463;-11037;-5914;-863;-6155;-1509;3173;8219;3435;8033;13167;18042;14028;16548;0;0;0;0;-15425;-11061;3688;8432;-6124;-1528;13219;17614;12812;17494;10998;16948;-15129;-13536;2452;4017;-6079;-1448;13465;17817;0;18080;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:44.963;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-21334;22572;8104;22612;15440;-9201;-6760;-17942;28135;-20035;22240;-18808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15378;13917;-14542;13306;-12044;18109;-9857;17546;-6393;-14933;-6053;3389;-1279;0;-1241;0;0;0;0;0;0;0;0;0;-15723;-2879;-15160;-1942;-12822;398;-11538;-354;-9095;2789;-8342;3309;-6143;6709;-5781;10373;-15102;-3050;-15466;-2397;0;0;-11726;880;-10323;3829;-9212;3471;0;6734;-6129;6719;-15355;-10562;-15463;-11037;-5914;-863;-6155;-1509;3172;8219;3435;8033;13166;18043;14028;16548;0;0;0;0;-15426;-11061;3688;8432;-6125;-1528;13219;17614;12812;17494;10938;16943;-15129;-13536;2452;4016;-6079;-1449;13464;17816;0;18079;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:44.983;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-20425;21517;8104;22612;15440;-8753;-6760;-18384;27380;-20035;22240;-18321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15378;13917;-14543;13306;-12044;18108;-9857;17546;-6393;-14934;-6053;3390;-1279;0;-1240;0;0;0;0;0;0;0;0;0;-15723;-2879;-15160;-1942;-12822;404;-11538;471;-9096;2788;-8342;3731;-6143;6709;-5782;10370;-15102;-3050;-15466;-2397;0;0;-11726;880;-10323;3829;-9212;3472;0;6733;-6131;6721;-15355;-10562;-15463;-11036;-5914;-864;-6155;-1509;3172;8219;3435;8033;13166;18043;14028;16548;0;0;0;0;-15425;-11061;3687;8432;-6125;-1528;13219;17614;12812;17494;10982;18966;-15129;-13536;2452;4016;-6079;-1449;13464;17817;0;18079;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.003;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-19520;21517;8104;22612;17120;-9201;-6760;-17942;28135;-19294;22240;-18808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15378;13917;-14543;13307;-12044;18108;-9857;17547;-6393;-14934;-6053;3390;-1280;0;-1240;0;0;0;0;0;0;0;0;0;-15723;-2879;-15161;-1942;-12821;399;-11538;1157;-9095;2787;-8343;2541;-6142;6708;-5783;10373;-15102;-3050;-15466;-2397;0;0;-11726;880;-10323;3828;-9212;3472;0;6733;-6131;6721;-15355;-10562;-15463;-11036;-5914;-864;-6155;-1508;3171;8219;3435;8034;13166;18042;14028;16548;0;0;0;0;-15426;-11062;3687;8432;-6125;-1528;13219;17615;12811;17494;11005;16165;-15129;-13536;2452;4016;-6079;-1449;13465;17817;0;18079;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.023;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-18615;21517;8104;22612;17789;-9650;-6760;-17942;27758;-18553;22240;-18808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15378;13917;-14543;13307;-12044;18108;-9857;17547;-6393;-14935;-6053;3390;-1280;0;-1240;0;0;0;0;0;0;0;0;0;-15722;-2879;-15161;-1942;-12821;385;-11539;-378;-9094;2786;-8342;3311;-6142;6708;-5784;10374;-15102;-3050;-15466;-2397;0;0;-11725;880;-10324;3827;-9212;3473;0;6733;-6131;6721;-15355;-10563;-15463;-11036;-5914;-864;-6156;-1508;3171;8218;3434;8034;13166;18042;14028;16548;0;0;0;0;-15426;-11062;3687;8432;-6125;-1529;13219;17615;12811;17495;10977;16946;-15129;-13536;2451;4016;-6079;-1448;13465;17816;0;18078;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.043;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-18163;20989;8104;22612;18794;-9650;-6415;-17942;28135;-17817;22240;-18808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15377;13916;-14544;13307;-12044;18107;-9857;17547;-6393;-14936;-6053;3391;-1280;0;-1240;0;0;0;0;0;0;0;0;0;-15722;-2879;-15161;-1942;-12821;409;-11539;1072;-9093;2786;-8343;4594;-6143;6708;-5784;10363;-15102;-3050;-15466;-2397;0;0;-11725;881;-10324;3826;-9211;3473;0;6733;-6134;6724;-15355;-10563;-15463;-11035;-5914;-865;-6156;-1507;3171;8218;3434;8034;13166;18041;14028;16548;0;0;0;0;-15425;-11062;3687;8432;-6126;-1529;13219;17615;12811;17495;10957;19928;-15129;-13536;2451;4016;-6079;-1448;13466;17814;0;18078;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.063;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-16348;20468;8104;22224;19134;-10098;-6760;-17942;28135;-17076;22240;-18321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15377;13916;-14544;13308;-12044;18106;-9858;17548;-6392;-14937;-6054;3391;-1280;0;-1240;0;0;0;0;0;0;0;0;0;-15722;-2879;-15162;-1942;-12821;390;-11539;843;-9095;2785;-8343;4594;-6143;6708;-5785;10365;-15102;-3051;-15466;-2396;0;0;-11725;881;-10324;3826;-9211;3473;0;6734;-6135;6724;-15355;-10564;-15463;-11035;-5914;-866;-6155;-1507;3170;8217;3435;8035;13166;18041;14028;16548;0;0;0;0;-15426;-11063;3687;8432;-6126;-1529;13219;17616;12811;17495;10990;16199;-15129;-13536;2452;4016;-6078;-1448;13466;17813;0;18077;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.083;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-14986;19413;8104;22224;20809;-10098;-6760;-18384;27758;-17076;22240;-18321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15376;13916;-14545;13308;-12044;18106;-9858;17548;-6392;-14938;-6054;3392;-1281;0;-1240;0;0;0;0;0;0;0;0;0;-15721;-2879;-15162;-1942;-12821;387;-11540;-377;-9094;2785;-8343;2471;-6142;6708;-5785;10368;-15102;-3051;-15466;-2396;0;0;-11725;881;-10325;3825;-9212;3474;0;6734;-6135;6724;-15355;-10564;-15463;-11034;-5914;-867;-6155;-1507;3170;8216;3434;8036;13166;18040;14028;16548;0;0;0;0;-15425;-11063;3687;8432;-6126;-1529;13219;17616;12810;17495;10958;16161;-15129;-13536;2452;4016;-6078;-1448;13467;17814;0;18077;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.103;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-14986;19940;8104;22224;21483;-10098;-6760;-18384;28508;-17446;22240;-18808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15376;13916;-14545;13308;-12043;18105;-9859;17548;-6392;-14938;-6054;3392;-1281;0;-1240;0;0;0;0;0;0;0;0;0;-15721;-2879;-15163;-1942;-12820;388;-11540;-380;-9094;2783;-8343;3333;-6141;6708;-5785;10374;-15102;-3051;-15466;-2396;0;0;-11725;881;-10325;3824;-9212;3474;0;6735;-6135;6724;-15355;-10565;-15463;-11034;-5914;-867;-6156;-1506;3170;8216;3434;8036;13166;18040;14029;16548;0;0;0;0;-15425;-11063;3687;8433;-6126;-1530;13219;17617;12810;17495;10934;15424;-15129;-13536;2452;4017;-6077;-1448;13467;17812;0;18076;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.123;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-14081;18363;8104;22224;22827;-10098;-6760;-17942;27380;-17817;22240;-18808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15375;13915;-14546;13309;-12043;18104;-9859;17549;-6392;-14939;-6055;3393;-1281;0;-1240;0;0;0;0;0;0;0;0;0;-15721;-2879;-15163;-1942;-12820;412;-11540;382;-9096;2783;-8343;3714;-6141;6707;-5785;10366;-15102;-3052;-15466;-2396;0;0;-11725;882;-10325;3824;-9212;3474;0;6735;-6136;6724;-15355;-10565;-15463;-11033;-5915;-868;-6156;-1506;3170;8216;3434;8036;13166;18039;14029;16548;0;0;0;0;-15425;-11064;3687;8433;-6126;-1530;13219;17617;12810;17495;10873;16947;-15129;-13536;2452;4016;-6077;-1448;13468;17811;0;18075;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.143;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-14081;18363;8104;22224;23162;-10546;-6760;-17942;27380;-18553;22240;-18321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15375;13915;-14547;13309;-12043;18104;-9859;17549;-6391;-14940;-6055;3393;-1281;0;-1240;0;0;0;0;0;0;0;0;0;-15721;-2879;-15163;-1942;-12820;396;-11541;1097;-9094;2782;-8343;3735;-6142;6707;-5785;10375;-15102;-3052;-15467;-2395;0;0;-11725;882;-10325;3823;-9213;3474;0;6735;-6136;6724;-15355;-10566;-15463;-11033;-5915;-868;-6156;-1505;3169;8215;3434;8037;13165;18039;14029;16548;0;0;0;0;-15425;-11064;3687;8433;-6127;-1530;13219;17617;12810;17495;10968;19920;-15129;-13536;2452;4016;-6077;-1448;13468;17813;0;18075;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.163;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-12718;17313;8104;22612;23162;-9650;-6760;-18384;28135;-19665;22577;-18321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15375;13915;-14547;13309;-12043;18103;-9860;17549;-6391;-14940;-6056;3394;-1281;0;-1240;0;0;0;0;0;0;0;0;0;-15721;-2879;-15163;-1942;-12820;402;-11541;-375;-9094;2782;-8343;3736;-6141;6707;-5785;10375;-15101;-3052;-15467;-2395;0;0;-11726;883;-10325;3823;-9214;3474;0;6735;-6136;6724;-15355;-10566;-15463;-11032;-5915;-869;-6156;-1505;3169;8215;3434;8037;13165;18039;14029;16549;0;0;0;0;-15425;-11064;3687;8433;-6127;-1530;13219;17617;12810;17495;10970;16970;-15129;-13536;2452;4016;-6078;-1448;13468;17811;0;18074;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.183;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-12718;17313;8104;23380;23832;-10098;-6760;-18384;27758;-20401;22240;-18321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15374;13914;-14547;13310;-12043;18102;-9860;17550;-6391;-14941;-6056;3394;-1281;0;-1241;0;0;0;0;0;0;0;0;0;-15721;-2879;-15163;-1941;-12820;395;-11541;-359;-9095;2782;-8344;3723;-6140;6707;-5785;10370;-15101;-3053;-15467;-2395;0;0;-11726;883;-10325;3823;-9214;3474;0;6735;-6135;6723;-15355;-10566;-15463;-11032;-5915;-869;-6156;-1505;3169;8215;3434;8037;13164;18039;14029;16550;0;0;0;0;-15425;-11064;3687;8433;-6127;-1530;13219;17617;12810;17495;10985;16173;-15129;-13536;2452;4016;-6078;-1448;13468;17814;0;18074;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.203;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-13171;17313;8104;22224;23497;-10098;-6760;-17942;26248;-21142;22240;-18321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15374;13914;-14548;13310;-12043;18102;-9860;17550;-6391;-14942;-6056;3394;-1281;0;-1241;0;0;0;0;0;0;0;0;0;-15721;-2879;-15163;-1941;-12820;390;-11541;933;-9094;2782;-8344;3737;-6142;6706;-5784;10366;-15101;-3053;-15467;-2395;0;0;-11726;883;-10325;3823;-9215;3474;0;6735;-6135;6723;-15356;-10566;-15464;-11032;-5915;-869;-6156;-1504;3168;8215;3434;8038;13164;18039;14029;16550;0;0;0;0;-15425;-11064;3687;8433;-6127;-1530;13219;17617;12810;17494;10831;16171;-15129;-13536;2452;4016;-6079;-1448;13468;17813;0;18073;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.223;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-14081;15736;8104;22224;22827;-10546;-6760;-18384;26248;-21512;22240;-18321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15374;13914;-14548;13310;-12043;18101;-9861;17550;-6391;-14942;-6057;3394;-1280;0;-1241;0;0;0;0;0;0;0;0;0;-15721;-2879;-15163;-1941;-12820;391;-11541;-360;-9096;2782;-8344;3743;-6142;6705;-5785;10359;-15100;-3053;-15468;-2395;0;0;-11726;883;-10324;3824;-9216;3474;0;6735;-6134;6723;-15356;-10566;-15463;-11031;-5916;-869;-6156;-1504;3167;8216;3433;8039;13163;18040;14028;16552;0;0;0;0;-15425;-11064;3687;8433;-6127;-1530;13219;17617;12810;17494;10987;15419;-15129;-13536;2452;4017;-6080;-1449;13466;17815;0;18073;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.243;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-14986;15736;8104;22224;21818;-10098;-6760;-18384;24364;-21879;22240;-18321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15374;13913;-14548;13311;-12043;18100;-9861;17551;-6390;-14942;-6057;3394;-1280;0;-1242;0;0;0;0;0;0;0;0;0;-15721;-2879;-15163;-1941;-12820;407;-11541;-353;-9094;2782;-8344;3716;-6142;6705;-5784;10361;-15100;-3053;-15468;-2394;0;0;-11727;883;-10324;3824;-9216;3474;0;6735;-6134;6723;-15356;-10566;-15463;-11031;-5916;-869;-6156;-1504;3166;8216;3433;8039;13162;18041;14028;16553;0;0;0;0;-15425;-11064;3687;8433;-6127;-1530;13219;17617;12809;17494;10956;16912;-15129;-13536;2452;4016;-6081;-1449;13467;17815;0;18073;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.263;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15443;17313;8104;22224;20474;-10098;-6760;-18384;24742;-21879;22240;-19291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15374;13913;-14548;13311;-12044;18100;-9861;17551;-6390;-14943;-6057;3395;-1279;0;-1242;0;0;0;0;0;0;0;0;0;-15721;-2879;-15163;-1941;-12820;400;-11541;2210;-9094;2783;-8344;2521;-6141;6704;-5784;10371;-15100;-3053;-15468;-2394;0;0;-11727;883;-10324;3824;-9217;3474;0;6734;-6134;6723;-15356;-10566;-15463;-11031;-5917;-869;-6155;-1504;3166;8216;3433;8039;13161;18040;14028;16554;0;0;0;0;-15426;-11064;3687;8433;-6127;-1530;13219;17617;12809;17494;10889;16998;-15129;-13536;2452;4016;-6082;-1450;13466;17815;0;18073;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.283;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-17253;15736;8104;22224;19134;-9650;-6760;-17942;22854;-21879;22240;-18808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15374;13912;-14548;13312;-12044;18099;-9861;17551;-6390;-14943;-6058;3395;-1279;0;-1243;0;0;0;0;0;0;0;0;0;-15721;-2880;-15162;-1941;-12821;409;-11540;-350;-9094;2783;-8344;3720;-6141;6703;-5783;10357;-15099;-3053;-15469;-2394;0;0;-11727;883;-10323;3824;-9217;3474;0;6734;-6134;6723;-15356;-10567;-15463;-11031;-5917;-869;-6155;-1503;3164;8217;3433;8040;13160;18041;14027;16555;0;0;0;0;-15426;-11063;3687;8433;-6127;-1530;13219;17617;12808;17493;10982;19918;-15129;-13536;2451;4017;-6083;-1450;13466;17817;0;18073;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.303;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-18615;17313;8104;22224;17454;-10098;-6415;-17942;22481;-21512;22240;-18321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15374;13912;-14548;13312;-12044;18098;-9861;17552;-6390;-14944;-6058;3395;-1278;0;-1244;0;0;0;0;0;0;0;0;0;-15722;-2880;-15162;-1941;-12821;394;-11540;-460;-9095;2784;-8344;4212;-6142;6703;-5783;10362;-15099;-3053;-15469;-2394;0;0;-11727;883;-10323;3824;-9218;3474;0;6734;-6134;6723;-15356;-10567;-15463;-11031;-5917;-869;-6155;-1503;3163;8217;3433;8041;13159;18041;14026;16557;0;0;0;0;-15426;-11063;3687;8433;-6127;-1529;13219;17617;12808;17493;10900;16171;-15129;-13536;2451;4016;-6083;-1451;13465;17820;0;18073;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.323;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-20425;17313;8104;22224;16450;-9650;-6760;-17942;22481;-20771;22240;-18321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15374;13911;-14548;13312;-12044;18098;-9861;17552;-6389;-14944;-6059;3396;-1277;0;-1245;0;0;0;0;0;0;0;0;0;-15722;-2880;-15161;-1941;-12821;413;-11540;-356;-9094;2784;-8343;3724;-6142;6702;-5783;10365;-15099;-3053;-15469;-2394;0;0;-11727;883;-10323;3824;-9219;3473;0;6734;-6134;6723;-15357;-10567;-15463;-11030;-5918;-869;-6154;-1503;3163;8217;3433;8041;13158;18041;14026;16559;0;0;0;0;-15426;-11063;3687;8433;-6126;-1529;13219;17616;12808;17493;10977;19895;-15129;-13536;2452;4016;-6084;-1451;13465;17822;0;18073;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.343;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-21334;17313;8104;22224;16111;-9650;-6760;-17942;23609;-20771;22240;-18321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15374;13911;-14548;13313;-12044;18097;-9861;17553;-6389;-14945;-6059;3396;-1276;0;-1245;0;0;0;0;0;0;0;0;0;-15722;-2880;-15161;-1941;-12822;395;-11539;-358;-9095;2784;-8343;3720;-6144;6702;-5782;10372;-15098;-3053;-15470;-2394;0;0;-11727;883;-10322;3824;-9219;3473;0;6734;-6134;6723;-15357;-10567;-15463;-11030;-5918;-869;-6154;-1503;3163;8217;3433;8041;13157;18042;14026;16560;0;0;0;0;-15426;-11063;3688;8432;-6126;-1529;13219;17616;12808;17492;10972;16148;-15129;-13536;2452;4016;-6085;-1452;13465;17822;0;18073;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2018-04-08_15:28:45.363;0/0/0 0:0:0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-22239;17313;8104;22612;15440;-9201;-6760;-17942;22103;-20771;22240;-19291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15374;13910;-14548;13313;-12044;18096;-9861;17553;-6389;-14945;-6059;3396;-1276;0;-1245;0;0;0;0;0;0;0;0;0;-15722;-2880;-15161;-1941;-12822;405;-11539;-367;-9095;2784;-8343;3736;-6143;6703;-5781;10371;-15098;-3053;-15470;-2394;0;0;-11727;883;-10322;3824;-9220;3473;0;6732;-6134;6725;-15357;-10567;-15463;-11030;-5919;-869;-6154;-1503;3163;8217;3433;8041;13157;18042;14026;16560;0;0;0;0;-15426;-11063;3688;8433;-6126;-1529;13219;17616;12808;17492;10809;17197;-15129;-13536;2452;4017;-6085;-1452;13465;17822;0;18073;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
